5
1000 2997
U 442 699
Q 687 50
Q 334 835
U 611 700
Q 253 281
Q 64 727
U 429 701
Q 676 271
Q 654 897
U 681 702
Q 553 260
Q 451 788
U 633 703
Q 32 698
Q 376 709
U 110 704
Q 205 480
Q 628 739
U 83 705
Q 652 594
Q 39 896
U 464 706
Q 287 669
Q 569 807
U 270 707
Q 100 673
Q 245 916
U 286 708
Q 393 515
Q 660 968
U 512 709
Q 115 640
Q 232 841
U 292 710
Q 506 640
Q 353 949
U 686 711
Q 385 273
Q 590 946
U 612 712
Q 99 452
Q 356 993
U 44 713
Q 353 238
Q 253 756
U 517 714
Q 714 165
Q 221 934
U 527 715
Q 199 616
Q 709 942
U 364 716
Q 447 582
Q 127 841
U 328 717
Q 511 381
Q 280 967
U 234 718
Q 561 577
Q 447 783
U 440 719
Q 566 138
Q 392 985
U 92 720
Q 303 27
Q 698 993
U 180 721
Q 484 82
Q 249 903
U 410 722
Q 187 11
Q 499 998
U 39 723
Q 153 277
Q 546 891
U 290 724
Q 109 700
Q 210 906
U 461 725
Q 688 702
Q 680 991
U 455 726
Q 142 381
Q 87 871
U 458 727
Q 301 265
Q 317 914
U 282 728
Q 213 49
Q 489 959
U 292 729
Q 58 185
Q 600 998
U 369 730
Q 694 703
Q 26 999
U 114 731
Q 501 577
Q 59 761
U 408 732
Q 420 671
Q 64 921
U 287 733
Q 48 414
Q 703 751
U 198 734
Q 489 570
Q 454 857
U 719 735
Q 380 369
Q 119 930
U 79 736
Q 277 9
Q 389 817
U 491 737
Q 55 46
Q 633 750
U 61 738
Q 590 737
Q 693 790
U 355 739
Q 6 554
Q 682 853
U 93 740
Q 282 471
Q 580 944
U 164 741
Q 113 233
Q 425 783
U 71 742
Q 439 317
Q 60 910
U 308 743
Q 439 737
Q 188 762
U 691 744
Q 31 234
Q 350 849
U 674 745
Q 152 137
Q 654 866
U 613 746
Q 270 657
Q 512 781
U 473 747
Q 653 347
Q 456 930
U 652 748
Q 69 646
Q 211 891
U 160 749
Q 602 366
Q 674 798
U 712 750
Q 736 681
Q 694 833
U 47 751
Q 713 258
Q 545 894
U 3 752
Q 189 116
Q 517 874
U 463 753
Q 651 530
Q 326 803
U 134 754
Q 144 88
Q 120 812
U 304 755
Q 103 108
Q 722 813
U 690 756
Q 638 180
Q 392 917
U 220 757
Q 533 637
Q 191 912
U 139 758
Q 522 285
Q 323 909
U 682 759
Q 272 58
Q 604 917
U 212 760
Q 222 352
Q 48 786
U 644 761
Q 435 129
Q 333 811
U 712 762
Q 548 134
Q 322 776
U 681 763
Q 221 274
Q 317 926
U 268 764
Q 602 516
Q 446 946
U 647 765
Q 731 88
Q 160 977
U 659 766
Q 154 51
Q 350 773
U 279 767
Q 94 474
Q 440 869
U 403 768
Q 403 498
Q 303 960
U 342 769
Q 71 343
Q 32 834
U 647 770
Q 353 50
Q 195 991
U 97 771
Q 754 158
Q 310 772
U 691 772
Q 96 357
Q 737 958
U 595 773
Q 100 764
Q 633 818
U 295 774
Q 117 408
Q 702 777
U 757 775
Q 453 146
Q 501 872
U 260 776
Q 473 12
Q 685 841
U 695 777
Q 644 722
Q 371 784
U 103 778
Q 596 735
Q 16 970
U 330 779
Q 330 64
Q 506 891
U 224 780
Q 360 355
Q 627 996
U 57 781
Q 745 334
Q 263 980
U 694 782
Q 379 500
Q 703 936
U 505 783
Q 244 233
Q 193 958
U 773 784
Q 633 240
Q 388 803
U 615 785
Q 419 305
Q 308 985
U 672 786
Q 320 752
Q 627 976
U 223 787
Q 485 42
Q 111 900
U 720 788
Q 592 480
Q 672 822
U 257 789
Q 26 265
Q 718 793
U 105 790
Q 233 15
Q 117 906
U 667 791
Q 771 714
Q 779 839
U 372 792
Q 678 784
Q 53 892
U 169 793
Q 246 556
Q 556 808
U 440 794
Q 150 585
Q 788 887
U 466 795
Q 145 515
Q 285 801
U 165 796
Q 544 517
Q 579 871
U 51 797
Q 17 569
Q 726 899
U 459 798
Q 186 535
Q 699 895
U 181 799
Q 574 768
Q 773 818
U 398 800
Q 361 648
Q 781 881
U 553 801
Q 15 474
Q 790 910
U 641 802
Q 377 350
Q 733 805
U 445 803
Q 410 163
Q 474 955
U 742 804
Q 547 378
Q 706 895
U 765 805
Q 801 26
Q 429 914
U 231 806
Q 719 186
Q 231 897
U 371 807
Q 102 440
Q 525 904
U 504 808
Q 671 381
Q 36 867
U 561 809
Q 683 181
Q 511 817
U 322 810
Q 3 285
Q 251 835
U 89 811
Q 689 280
Q 439 926
U 138 812
Q 438 795
Q 750 856
U 165 813
Q 442 252
Q 229 871
U 329 814
Q 320 577
Q 451 826
U 665 815
Q 782 428
Q 646 985
U 750 816
Q 98 383
Q 25 915
U 238 817
Q 513 211
Q 123 896
U 335 818
Q 413 630
Q 382 952
U 778 819
Q 656 735
Q 600 913
U 402 820
Q 724 401
Q 418 829
U 328 821
Q 336 462
Q 477 924
U 763 822
Q 781 24
Q 367 852
U 722 823
Q 669 316
Q 630 962
U 274 824
Q 442 593
Q 554 844
U 451 825
Q 14 22
Q 4 997
U 502 826
Q 440 820
Q 18 933
U 712 827
Q 100 216
Q 396 989
U 246 828
Q 396 759
Q 215 840
U 780 829
Q 369 588
Q 266 952
U 544 830
Q 538 778
Q 820 863
U 79 831
Q 722 223
Q 221 957
U 326 832
Q 249 469
Q 310 910
U 452 833
Q 441 760
Q 385 964
U 831 834
Q 329 762
Q 800 840
U 597 835
Q 111 651
Q 558 909
U 627 836
Q 158 320
Q 775 993
U 166 837
Q 526 522
Q 582 955
U 481 838
Q 663 588
Q 759 966
U 188 839
Q 100 399
Q 513 842
U 425 840
Q 99 581
Q 9 860
U 721 841
Q 73 495
Q 175 969
U 586 842
Q 10 672
Q 713 956
U 418 843
Q 128 92
Q 273 898
U 63 844
Q 688 797
Q 325 914
U 269 845
Q 777 690
Q 97 980
U 784 846
Q 625 212
Q 114 909
U 14 847
Q 289 97
Q 510 924
U 709 848
Q 737 91
Q 824 910
U 617 849
Q 14 789
Q 146 899
U 781 850
Q 127 283
Q 826 919
U 182 851
Q 776 350
Q 699 879
U 78 852
Q 553 717
Q 40 888
U 85 853
Q 392 343
Q 531 916
U 791 854
Q 258 369
Q 261 990
U 544 855
Q 456 177
Q 51 865
U 106 856
Q 852 644
Q 247 961
U 329 857
Q 791 837
Q 261 980
U 154 858
Q 771 26
Q 229 896
U 333 859
Q 646 109
Q 367 991
U 792 860
Q 101 502
Q 425 935
U 50 861
Q 434 807
Q 218 896
U 428 862
Q 146 743
Q 463 866
U 793 863
Q 77 688
Q 683 954
U 778 864
Q 630 477
Q 642 947
U 208 865
Q 650 750
Q 464 953
U 320 866
Q 585 124
Q 261 977
U 430 867
Q 728 217
Q 305 977
U 361 868
Q 414 314
Q 272 946
U 469 869
Q 638 327
Q 423 983
U 118 870
Q 722 75
Q 386 979
U 435 871
Q 135 690
Q 697 943
U 494 872
Q 750 402
Q 338 911
U 781 873
Q 552 487
Q 840 934
U 50 874
Q 585 187
Q 339 881
U 153 875
Q 585 199
Q 649 890
U 270 876
Q 678 160
Q 511 919
U 550 877
Q 875 584
Q 679 984
U 475 878
Q 435 250
Q 529 989
U 786 879
Q 446 840
Q 141 885
U 452 880
Q 878 766
Q 275 963
U 878 881
Q 653 700
Q 742 934
U 780 882
Q 556 68
Q 805 901
U 83 883
Q 336 675
Q 254 985
U 254 884
Q 750 248
Q 716 901
U 593 885
Q 349 759
Q 106 932
U 206 886
Q 577 539
Q 384 933
U 712 887
Q 9 383
Q 464 979
U 681 888
Q 509 604
Q 198 893
U 825 889
Q 250 35
Q 578 972
U 713 890
Q 107 677
Q 733 955
U 225 891
Q 18 457
Q 428 945
U 321 892
Q 225 853
Q 160 920
U 99 893
Q 671 517
Q 192 950
U 114 894
Q 55 310
Q 246 974
U 814 895
Q 581 661
Q 681 995
U 405 896
Q 839 856
Q 272 939
U 735 897
Q 221 633
Q 10 977
U 882 898
Q 557 53
Q 24 902
U 47 899
Q 713 264
Q 735 969
U 646 900
Q 337 3
Q 19 919
U 51 901
Q 516 348
Q 308 998
U 437 902
Q 439 677
Q 410 925
U 344 903
Q 294 828
Q 882 976
U 365 904
Q 216 150
Q 258 992
U 786 905
Q 383 500
Q 602 928
U 636 906
Q 661 191
Q 643 960
U 462 907
Q 157 117
Q 154 981
U 271 908
Q 500 68
Q 295 954
U 789 909
Q 62 817
Q 639 996
U 333 910
Q 662 245
Q 603 951
U 853 911
Q 384 34
Q 612 946
U 40 912
Q 680 418
Q 571 985
U 103 913
Q 337 249
Q 594 929
U 298 914
Q 790 301
Q 398 932
U 624 915
Q 675 509
Q 555 968
U 743 916
Q 302 349
Q 225 925
U 522 917
Q 458 753
Q 426 930
U 710 918
Q 632 127
Q 259 933
U 115 919
Q 61 50
Q 483 937
U 489 920
Q 468 899
Q 549 948
U 160 921
Q 415 662
Q 240 955
U 767 922
Q 62 202
Q 767 998
U 893 923
Q 628 267
Q 534 988
U 718 924
Q 920 894
Q 131 951
U 299 925
Q 303 198
Q 800 963
U 907 926
Q 516 808
Q 266 939
U 571 927
Q 209 912
Q 287 947
U 417 928
Q 510 460
Q 852 939
U 60 929
Q 31 667
Q 903 955
U 159 930
Q 281 848
Q 79 995
U 677 931
Q 256 460
Q 895 932
U 707 932
Q 667 894
Q 212 974
U 82 933
Q 906 280
Q 460 935
U 109 934
Q 803 521
Q 859 986
U 94 935
Q 109 895
Q 75 951
U 218 936
Q 262 131
Q 682 986
U 748 937
Q 890 777
Q 545 960
U 444 938
Q 194 915
Q 311 939
U 175 939
Q 134 566
Q 402 947
U 330 940
Q 911 462
Q 196 974
U 553 941
Q 565 272
Q 831 988
U 451 942
Q 409 720
Q 251 973
U 94 943
Q 482 51
Q 335 953
U 539 944
Q 682 406
Q 433 957
U 872 945
Q 896 86
Q 92 994
U 871 946
Q 261 503
Q 857 968
U 139 947
Q 170 527
Q 665 995
U 163 948
Q 59 606
Q 719 999
U 166 949
Q 826 390
Q 214 962
U 272 950
Q 314 719
Q 943 975
U 589 951
Q 131 437
Q 921 963
U 683 952
Q 408 595
Q 247 988
U 903 953
Q 472 639
Q 187 991
U 661 954
Q 792 494
Q 550 971
U 784 955
Q 413 238
Q 636 986
U 258 956
Q 774 189
Q 839 984
U 201 957
Q 610 387
Q 430 979
U 464 958
Q 724 199
Q 485 973
U 380 959
Q 57 632
Q 444 991
U 692 960
Q 464 942
Q 753 984
U 643 961
Q 780 903
Q 207 984
U 553 962
Q 137 716
Q 262 981
U 128 963
Q 29 681
Q 160 998
U 525 964
Q 505 668
Q 547 970
U 465 965
Q 831 368
Q 683 966
U 703 966
Q 6 323
Q 123 978
U 881 967
Q 623 121
Q 486 990
U 567 968
Q 706 313
Q 723 980
U 481 969
Q 571 41
Q 116 995
U 799 970
Q 405 359
Q 112 973
U 623 971
Q 307 373
Q 351 984
U 409 972
Q 663 145
Q 892 975
U 378 973
Q 346 605
Q 289 980
U 659 974
Q 389 604
Q 627 975
U 737 975
Q 454 203
Q 483 979
U 404 976
Q 969 886
Q 660 983
U 744 977
Q 222 803
Q 314 999
U 45 978
Q 758 749
Q 896 990
U 938 979
Q 529 126
Q 495 991
U 298 980
Q 592 170
Q 680 989
U 23 981
Q 706 236
Q 248 997
U 357 982
Q 121 855
Q 455 992
U 844 983
Q 246 389
Q 964 994
U 1 984
Q 530 390
Q 504 999
U 775 985
Q 251 310
Q 975 998
U 325 986
Q 83 43
Q 956 999
U 568 987
Q 383 357
Q 131 991
U 958 988
Q 6 101
Q 576 990
U 602 989
Q 66 543
Q 59 994
U 969 990
Q 306 736
Q 559 995
U 832 991
Q 492 0
Q 442 995
U 294 992
Q 346 341
Q 145 995
U 164 993
Q 585 298
Q 70 996
U 675 994
Q 143 509
Q 88 997
U 312 995
Q 517 701
Q 798 996
U 560 996
Q 133 968
Q 972 997
U 562 997
Q 374 815
Q 981 998
U 122 998
Q 609 515
Q 745 999
1000 2000
Q 196 320
U 867 384
Q 304 779
U 316 379
Q 733 296
U 219 442
Q 857 244
U 344 102
Q 996 938
U 174 291
Q 919 448
U 533 784
Q 769 329
U 380 969
Q 532 164
U 927 729
Q 484 794
U 465 141
Q 925 133
U 872 658
Q 429 91
U 453 639
Q 688 797
U 741 684
Q 735 915
U 327 6
Q 715 212
U 142 485
Q 893 874
U 454 426
Q 39 733
U 507 875
Q 879 972
U 368 804
Q 106 241
U 814 535
Q 684 267
U 526 724
Q 417 267
U 761 504
Q 183 440
U 511 250
Q 5 5
U 735 898
Q 880 541
U 324 271
Q 274 831
U 498 505
Q 156 867
U 309 614
Q 460 124
U 149 496
Q 743 28
U 221 160
Q 295 334
U 665 830
Q 126 528
U 81 131
Q 885 816
U 30 117
Q 358 354
U 388 984
Q 538 239
U 490 694
Q 458 151
U 308 270
Q 627 809
U 766 371
Q 837 339
U 883 133
Q 673 900
U 963 800
Q 428 396
U 283 314
Q 213 313
U 783 923
Q 668 524
U 259 558
Q 763 101
U 252 573
Q 253 912
U 843 232
Q 73 609
U 955 911
Q 301 839
U 396 974
Q 91 711
U 126 520
Q 460 410
U 186 673
Q 75 969
U 948 743
Q 493 207
U 301 608
Q 309 905
U 181 914
Q 817 24
U 498 243
Q 986 454
U 506 287
Q 645 902
U 613 736
Q 965 92
U 608 425
Q 854 794
U 450 929
Q 116 398
U 673 961
Q 958 326
U 922 619
Q 584 103
U 885 753
Q 480 383
U 996 818
Q 837 502
U 105 482
Q 756 70
U 571 722
Q 162 179
U 499 16
Q 974 302
U 298 442
Q 52 323
U 755 10
Q 649 677
U 981 233
Q 133 866
U 339 965
Q 250 335
U 783 87
Q 838 240
U 922 594
Q 310 493
U 668 473
Q 672 520
U 841 998
Q 822 139
U 792 874
Q 462 548
U 237 464
Q 577 218
U 49 62
Q 85 388
U 27 335
Q 724 162
U 774 914
Q 402 48
U 508 713
Q 893 529
U 538 918
Q 401 379
U 916 223
Q 871 61
U 449 333
Q 961 686
U 797 538
Q 257 847
U 953 694
Q 235 980
U 381 311
Q 143 155
U 225 545
Q 556 86
U 610 449
Q 615 148
U 367 368
Q 880 636
U 591 751
Q 697 392
U 84 658
Q 431 234
U 548 688
Q 433 501
U 382 20
Q 834 763
U 332 329
Q 270 909
U 226 826
Q 995 837
U 628 962
Q 337 995
U 330 217
Q 631 273
U 320 680
Q 666 757
U 690 97
Q 991 591
U 137 776
Q 444 519
U 796 278
Q 634 480
U 607 904
Q 742 186
U 83 737
Q 23 711
U 52 360
Q 706 734
U 930 690
Q 360 250
U 722 378
Q 7 413
U 475 350
Q 4 964
U 126 800
Q 483 923
U 79 469
Q 755 38
U 373 497
Q 224 808
U 587 599
Q 519 991
U 312 578
Q 77 242
U 620 437
Q 844 342
U 815 852
Q 107 642
U 202 463
Q 606 329
U 264 441
Q 604 695
U 910 711
Q 733 636
U 209 310
Q 444 148
U 261 316
Q 139 573
U 894 568
Q 167 866
U 6 12
Q 208 173
U 216 668
Q 816 418
U 131 774
Q 99 395
U 216 55
Q 90 478
U 767 176
Q 114 328
U 486 559
Q 828 99
U 875 967
Q 673 121
U 535 192
Q 987 893
U 204 547
Q 67 420
U 215 235
Q 191 347
U 9 290
Q 742 577
U 698 185
Q 56 817
U 361 170
Q 145 199
U 81 973
Q 298 308
U 292 323
Q 429 179
U 516 768
Q 425 720
U 668 492
Q 493 883
U 79 684
Q 582 440
U 326 677
Q 18 376
U 862 426
Q 193 575
U 596 338
Q 774 30
U 663 72
Q 338 307
U 396 120
Q 839 264
U 888 264
Q 984 556
U 108 829
Q 792 187
U 865 726
Q 627 192
U 403 997
Q 920 617
U 423 114
Q 192 372
U 804 318
Q 754 820
U 391 92
Q 127 139
U 212 966
Q 403 453
U 230 739
Q 361 690
U 569 505
Q 877 786
U 232 857
Q 330 987
U 854 251
Q 605 630
U 365 149
Q 354 169
U 468 108
Q 989 211
U 200 469
Q 350 765
U 787 105
Q 570 370
U 844 931
Q 60 765
U 437 938
Q 552 669
U 147 882
Q 8 353
U 133 965
Q 983 850
U 115 689
Q 20 935
U 797 361
Q 146 350
U 182 848
Q 115 970
U 953 685
Q 340 149
U 968 400
Q 915 405
U 690 819
Q 426 837
U 53 435
Q 543 187
U 400 526
Q 389 867
U 216 761
Q 802 365
U 123 300
Q 715 657
U 148 830
Q 627 453
U 867 967
Q 955 836
U 720 222
Q 593 410
U 41 20
Q 600 94
U 455 143
Q 633 207
U 21 23
Q 75 589
U 136 229
Q 307 259
U 530 22
Q 917 30
U 205 896
Q 836 424
U 216 791
Q 260 936
U 13 854
Q 698 406
U 226 650
Q 852 33
U 145 838
Q 240 519
U 213 315
Q 108 349
U 545 767
Q 961 427
U 790 878
Q 457 995
U 126 645
Q 771 342
U 436 32
Q 278 801
U 238 329
Q 207 816
U 979 60
Q 849 125
U 898 89
Q 644 111
U 757 104
Q 460 654
U 872 773
Q 81 14
U 651 890
Q 361 130
U 536 132
Q 472 972
U 516 103
Q 126 754
U 432 333
Q 570 763
U 745 771
Q 888 643
U 861 884
Q 106 970
U 341 919
Q 624 565
U 692 57
Q 579 696
U 947 292
Q 178 835
U 424 650
Q 160 941
U 753 286
Q 47 537
U 619 970
Q 301 365
U 741 541
Q 360 954
U 426 819
Q 924 767
U 90 900
Q 684 134
U 957 263
Q 830 257
U 555 360
Q 92 331
U 11 252
Q 272 116
U 538 672
Q 6 510
U 642 307
Q 227 735
U 848 939
Q 690 626
U 758 966
Q 745 200
U 867 429
Q 335 176
U 44 517
Q 433 599
U 878 878
Q 931 889
U 482 555
Q 357 21
U 579 363
Q 883 573
U 22 462
Q 309 223
U 401 351
Q 849 512
U 669 947
Q 712 888
U 376 47
Q 65 421
U 565 850
Q 372 795
U 728 655
Q 36 211
U 563 393
Q 584 142
U 109 819
Q 716 483
U 281 377
Q 706 682
U 80 908
Q 194 749
U 855 907
Q 990 583
U 306 55
Q 356 223
U 257 81
Q 18 338
U 736 406
Q 549 651
U 152 485
Q 146 261
U 304 214
Q 96 937
U 591 803
Q 619 23
U 711 166
Q 124 918
U 425 114
Q 853 731
U 169 210
Q 307 779
U 291 677
Q 117 379
U 84 18
Q 31 236
U 503 529
Q 849 159
U 743 945
Q 96 686
U 100 67
Q 709 163
U 233 833
Q 81 10
U 948 935
Q 94 469
U 497 401
Q 600 788
U 430 717
Q 519 514
U 735 902
Q 102 590
U 431 303
Q 101 174
U 601 197
Q 860 701
U 617 921
Q 865 202
U 107 298
Q 213 55
U 233 659
Q 876 82
U 60 477
Q 870 842
U 546 742
Q 709 282
U 644 811
Q 224 76
U 467 326
Q 602 68
U 875 815
Q 121 492
U 88 986
Q 47 195
U 637 612
Q 602 222
U 271 831
Q 305 683
U 308 527
Q 525 206
U 269 234
Q 840 914
U 398 65
Q 342 865
U 743 296
Q 285 618
U 463 406
Q 463 552
U 745 510
Q 747 734
U 122 350
Q 956 393
U 533 261
Q 76 841
U 789 953
Q 399 58
U 188 240
Q 324 586
U 657 18
Q 803 400
U 315 440
Q 18 778
U 198 481
Q 682 943
U 343 430
Q 29 817
U 132 986
Q 562 665
U 247 990
Q 858 388
U 944 257
Q 447 132
U 849 123
Q 70 506
U 142 225
Q 906 457
U 665 277
Q 587 863
U 110 270
Q 159 454
U 52 188
Q 623 184
U 526 186
Q 201 774
U 176 411
Q 162 120
U 20 961
Q 604 870
U 85 674
Q 728 227
U 251 987
Q 36 916
U 264 623
Q 132 726
U 893 643
Q 180 945
U 831 804
Q 481 710
U 342 34
Q 484 518
U 445 998
Q 639 466
U 312 595
Q 688 397
U 622 416
Q 976 873
U 403 12
Q 142 19
U 987 274
Q 746 233
U 269 278
Q 530 452
U 434 12
Q 162 776
U 46 646
Q 295 844
U 997 286
Q 310 309
U 881 350
Q 58 855
U 118 386
Q 729 522
U 750 223
Q 893 737
U 497 991
Q 970 118
U 270 501
Q 570 704
U 865 733
Q 833 263
U 731 480
Q 107 728
U 118 769
Q 389 351
U 119 799
Q 207 238
U 185 936
Q 112 935
U 511 357
Q 673 8
U 349 995
Q 478 619
U 496 48
Q 675 713
U 781 508
Q 977 513
U 340 436
Q 593 458
U 206 335
Q 810 677
U 134 17
Q 267 320
U 305 379
Q 255 816
U 89 280
Q 176 438
U 276 654
Q 57 124
U 702 84
Q 190 836
U 945 167
Q 701 285
U 955 294
Q 744 161
U 629 906
Q 191 764
U 275 458
Q 436 580
U 190 43
Q 748 279
U 324 276
Q 717 952
U 282 126
Q 428 336
U 210 618
Q 172 507
U 137 873
Q 793 93
U 520 889
Q 606 149
U 795 797
Q 265 70
U 608 53
Q 2 798
U 97 102
Q 77 773
U 378 146
Q 77 12
U 272 857
Q 348 834
U 828 521
Q 342 317
U 746 135
Q 762 266
U 376 369
Q 768 171
U 518 385
Q 593 126
U 439 947
Q 924 888
U 401 353
Q 13 131
U 499 90
Q 143 771
U 299 491
Q 958 127
U 12 300
Q 445 759
U 435 207
Q 25 163
U 928 145
Q 686 447
U 531 279
Q 925 970
U 578 202
Q 210 979
U 555 223
Q 110 55
U 665 605
Q 178 964
U 96 136
Q 444 109
U 436 889
Q 220 223
U 448 597
Q 386 729
U 743 72
Q 528 626
U 703 453
Q 596 633
U 655 158
Q 964 563
U 381 426
Q 970 46
U 31 148
Q 362 128
U 637 806
Q 589 425
U 47 809
Q 1 496
U 758 739
Q 577 853
U 812 457
Q 479 867
U 910 427
Q 853 918
U 585 817
Q 833 966
U 244 803
Q 364 275
U 951 727
Q 755 940
U 533 344
Q 366 581
U 505 367
Q 429 264
U 106 358
Q 117 270
U 815 597
Q 490 725
U 376 343
Q 995 962
U 512 828
Q 928 756
U 983 645
Q 384 935
U 372 139
Q 227 257
U 484 593
Q 838 341
U 312 619
Q 605 771
U 977 75
Q 393 792
U 24 235
Q 870 400
U 578 217
Q 362 443
U 46 643
Q 199 381
U 640 935
Q 668 12
U 75 896
Q 269 911
U 841 460
Q 252 506
U 79 210
Q 277 409
U 285 670
Q 201 661
U 906 71
Q 61 836
U 289 776
Q 279 687
U 771 831
Q 420 411
U 118 89
Q 423 193
U 985 44
Q 456 826
U 856 709
Q 332 288
U 271 961
Q 697 908
U 984 898
Q 569 242
U 322 982
Q 430 963
U 758 62
Q 2 529
U 893 422
Q 940 11
U 511 715
Q 557 848
U 112 365
Q 27 320
U 426 359
Q 608 697
U 673 305
Q 605 657
U 556 174
Q 899 230
U 157 329
Q 193 267
U 391 547
Q 149 636
U 321 441
Q 0 185
U 509 909
Q 33 621
U 274 60
Q 941 701
U 772 902
Q 750 445
U 207 356
Q 454 115
U 882 353
Q 345 391
U 34 890
Q 659 778
U 437 808
Q 766 111
U 249 118
Q 296 758
U 379 681
Q 731 654
U 742 25
Q 707 866
U 927 457
Q 663 486
U 165 117
Q 602 48
U 822 947
Q 791 856
U 838 450
Q 986 627
U 610 105
Q 738 212
U 223 386
Q 322 603
U 68 406
Q 609 810
U 431 316
Q 28 710
U 125 691
Q 196 643
U 808 798
Q 43 630
U 746 834
Q 838 936
U 637 825
Q 563 247
U 282 302
Q 811 505
U 688 134
Q 460 108
U 540 69
Q 918 323
U 737 298
Q 33 215
U 989 229
Q 858 797
U 28 901
Q 779 126
U 735 618
Q 62 724
U 795 977
Q 972 77
U 631 783
Q 934 672
U 269 395
Q 780 161
U 816 51
Q 484 554
U 349 869
Q 769 339
U 99 979
Q 488 479
U 880 268
Q 957 967
U 238 19
Q 692 33
U 996 16
Q 462 628
U 151 396
Q 300 773
U 143 80
Q 934 960
U 483 771
Q 866 833
U 640 635
Q 172 91
U 966 12
Q 570 198
U 280 527
Q 517 870
U 898 561
Q 903 247
U 577 717
Q 875 81
U 114 527
Q 854 609
U 959 140
Q 569 443
U 911 435
Q 628 552
U 422 152
Q 995 388
U 164 566
Q 938 797
U 445 456
Q 667 344
U 17 571
Q 591 947
U 640 818
Q 380 754
U 697 234
Q 364 8
U 726 285
Q 803 638
U 721 431
Q 542 495
U 583 537
Q 236 748
U 455 174
Q 545 253
U 630 212
Q 949 0
U 135 892
Q 947 128
U 710 679
Q 234 759
U 913 950
Q 119 991
U 236 923
Q 629 309
U 354 523
Q 804 290
U 413 40
Q 38 220
U 567 935
Q 473 197
U 499 422
Q 549 987
U 314 848
Q 115 376
U 527 349
Q 487 792
U 300 607
Q 784 888
U 530 765
Q 197 236
U 289 353
Q 526 54
U 746 564
Q 274 313
U 851 748
Q 862 351
U 522 412
Q 690 837
U 260 805
Q 565 788
U 506 53
Q 580 158
U 660 716
Q 46 542
U 482 243
Q 778 771
U 597 305
Q 177 343
U 221 451
Q 8 425
U 551 870
Q 128 74
U 634 818
Q 263 895
U 975 180
Q 35 481
U 233 967
Q 640 245
U 684 686
Q 787 166
U 282 918
Q 289 231
U 575 466
Q 574 796
U 269 934
Q 573 821
U 804 701
Q 247 439
U 519 862
Q 686 846
U 42 721
Q 328 276
U 40 320
Q 873 724
U 358 661
Q 242 640
U 579 531
Q 871 506
U 349 797
Q 302 619
U 731 228
Q 792 888
U 929 39
Q 679 801
U 901 365
Q 647 943
U 438 327
Q 571 830
U 647 445
Q 555 358
U 458 149
Q 350 389
U 681 574
Q 895 382
U 371 549
Q 1 455
U 777 793
Q 695 707
U 184 374
Q 860 437
U 91 507
Q 733 881
U 835 304
Q 711 834
U 101 618
Q 544 559
U 768 895
Q 948 449
U 469 843
Q 831 192
U 745 185
Q 999 522
U 330 694
Q 581 867
U 420 441
Q 304 511
U 949 37
Q 744 136
U 694 456
Q 970 795
U 74 867
Q 707 842
U 762 7
Q 643 231
U 851 827
Q 775 948
U 364 775
Q 470 46
U 469 52
Q 913 890
U 493 218
Q 753 442
U 607 850
Q 930 301
U 658 253
Q 449 732
U 120 156
Q 927 882
U 163 922
Q 465 366
U 101 240
Q 314 817
U 367 137
Q 864 837
U 189 777
Q 79 682
U 347 184
Q 477 955
U 386 407
Q 608 44
U 660 57
Q 129 132
U 565 408
Q 14 81
U 330 831
Q 447 784
U 424 114
Q 601 791
U 251 465
Q 980 440
U 595 59
Q 474 942
U 596 303
Q 897 982
U 63 506
Q 27 723
U 915 156
Q 208 481
U 564 222
Q 562 246
U 406 361
Q 382 182
U 475 984
Q 973 78
U 801 954
Q 518 396
U 365 345
Q 339 313
U 648 236
Q 648 711
U 94 27
Q 787 10
U 183 995
Q 491 99
U 569 405
Q 697 327
U 766 80
Q 509 242
U 416 835
Q 320 217
U 141 191
Q 614 858
U 888 953
Q 172 888
U 541 172
Q 952 636
U 199 91
Q 998 734
U 86 489
Q 833 7
U 894 882
Q 687 12
U 962 196
Q 606 378
U 383 927
Q 948 524
U 470 562
Q 383 710
U 867 907
Q 598 760
U 79 550
Q 396 278
U 641 746
Q 12 79
U 235 197
Q 439 481
U 79 478
Q 494 394
U 674 100
Q 124 410
U 379 424
Q 934 201
U 986 669
Q 911 205
U 576 862
Q 966 655
U 764 714
Q 285 406
U 461 649
Q 837 48
U 846 628
Q 882 278
U 106 728
Q 24 133
U 180 500
Q 543 912
U 925 477
Q 113 263
U 147 377
Q 469 75
U 591 787
Q 83 355
U 853 368
Q 113 666
U 18 303
Q 715 216
U 931 597
Q 846 38
U 677 870
Q 523 857
U 371 66
Q 769 648
U 895 235
Q 911 394
U 612 732
Q 470 555
U 519 905
Q 910 725
U 273 24
Q 391 643
U 327 106
Q 212 610
U 55 58
Q 648 732
U 281 523
Q 590 652
U 589 711
Q 300 837
U 946 563
Q 231 910
U 296 53
Q 465 167
U 958 376
Q 892 584
U 752 284
Q 579 79
U 742 791
Q 41 150
U 202 690
Q 882 483
U 565 824
Q 487 155
U 536 139
Q 344 834
U 702 575
Q 745 998
U 981 210
Q 518 291
U 586 410
Q 227 338
U 46 807
Q 769 789
U 950 811
Q 939 152
U 853 173
Q 987 418
U 350 474
Q 925 238
U 613 269
Q 72 668
U 197 817
Q 18 530
U 380 536
